"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050679","BP","GO:0050679","positive regulation of epithelial cell proliferation","56/3047","188/15222",0.000856285268968424,0.000856285268968424,0.0331754378583566,"Cav2/Ccnd2/Pdgfb/Acvrl1/Sox9/Hpn/Sp1/Akt1/Smo/Tgfb1/Shh/Prkd1/Stat3/Stat5a/Pax2/Pgf/Ccl24/Hmox1/Htra1/Cyba/Ihh/Cdc42/Ctnnb1/Cav1/Twist2/Emc10/Tbx1/Wnt3a/Hyal1/Prox1/Wnt2/Gata2/Srsf6/Plcg1/Med1/Kif3a/Adora2b/Mydgf/Akt3/Esr1/Vip/Tnfaip3/Arg1/Igf1/Sirt1/Egfr/Flt4/Rtn4/Xbp1/Stxbp4/Itgb3/Nf1/Prl/Pdcd6/Aggf1/Thbs4",56
"GO:0031698","MF","GO:0031698","beta-2 adrenergic receptor binding","7/3047","10/15222",0.000865262018524417,0.000865262018524417,0.0331754378583566,"Ppp2ca/Gria1/Slc9a3r1/Dlg4/Akap5/Bdkrb2/Pde4d",7
"GO:0042627","CC","GO:0042627","chylomicron","7/3047","10/15222",0.000865262018524417,0.000865262018524417,0.0331754378583566,"Apoh/Lsr/Apoe/Apoc2/Apoa2/Lpl/Apob",7
"GO:0045199","BP","GO:0045199","maintenance of epithelial cell apical/basal polarity","7/3047","10/15222",0.000865262018524417,0.000865262018524417,0.0331754378583566,"Lhx2/Lin7b/Wdr1/Pdzd11/Wnt11/Lin7a/Slc9a3r1",7
"GO:0030858","BP","GO:0030858","positive regulation of epithelial cell differentiation","18/3047","43/15222",0.000875589106338079,0.000875589106338079,0.0333773395266691,"Acvrl1/Sox9/Foxn1/Sult2b1/Pax2/Cyp27b1/Ctnnb1/Macroh2a1/Etv4/Med1/Lhx1/Ahi1/Macroh2a2/Alox8/Prkch/Numb/Sfrp4/Ptch1",18
"GO:0001838","BP","GO:0001838","embryonic epithelial tube formation","45/3047","144/15222",0.000897385683900253,0.000897385683900253,0.033592469502351,"Lhx2/Sox9/Sec24b/Luzp1/Rarg/Irx2/Tulp3/Brpf1/Folr1/Tsc2/Tgfb1/Shh/Dvl3/Pax2/Rab23/Pax3/Prkacb/Prkaca/Ctnnb1/Arid1a/Fzd3/Rala/Bmp7/Fuz/Cluap1/Gata3/Celsr1/Nup50/Sdc4/Ift52/Stk4/Pfn1/Wnt9b/Sfrp5/Apaf1/Cobl/Rock2/Hnf1b/Dvl2/Kat2a/Mthfd1/Hif1a/Tfap2a/Ptch1/Cdk20",45
"GO:0060512","BP","GO:0060512","prostate gland morphogenesis","14/3047","30/15222",0.000898779068484456,0.000898779068484456,0.033592469502351,"Sox9/Rarg/Shh/Stat5a/Cd44/Igf1r/Bmp7/Rxra/Sulf1/Esr1/Igf1/Frs2/Esr2/Id4",14
"GO:0060740","BP","GO:0060740","prostate gland epithelium morphogenesis","14/3047","30/15222",0.000898779068484456,0.000898779068484456,0.033592469502351,"Sox9/Rarg/Shh/Stat5a/Cd44/Igf1r/Bmp7/Rxra/Sulf1/Esr1/Igf1/Frs2/Esr2/Id4",14
"GO:0010970","BP","GO:0010970","transport along microtubule","48/3047","156/15222",0.000901607940434209,0.000901607940434209,0.033592469502351,"Spg7/Fmr1/Snapin/Ift20/Ift46/Stk11/Bicd1/Map2k1/Hspb1/Bloc1s6/Bbs1/Cdc42/Kif5b/Hap1/Ift43/Ift22/Dynll1/Cilk1/Clip3/Dynlt2b/Cluap1/Kif1a/Map2/Hspa8/Ift27/Rhot1/Ift52/Kif3a/Mapt/Dync1h1/Ndel1/Ubb/Wasf1/Rab21/Rab1a/Ap3d1/Fbxw11/Nefh/Kif3c/Pafah1b1/Kif1c/Actr10/Hif1a/Klc1/Mak/Kif13a/Agtpbp1/Ap3b1",48
"GO:0043583","BP","GO:0043583","ear development","61/3047","209/15222",0.000915279263880552,0.000915279263880552,0.033910257765888,"Cdh1/Ccm2/Sox9/Sec24b/Ift20/Hpn/Naglu/Rac1/Shh/Prkra/Jag2/Mcm2/Cdkn1b/Dvl3/Ddr1/Insig2/Psap/Pax2/Otx1/Gabrb2/Tcap/Fzd3/Tbx1/Kcnq1/Bcr/Wnt3a/Prox1/Eya4/Cdh23/Dll1/Oc90/Gata2/Aldh1a3/Gata3/Celsr1/Mapkapk2/Ift27/Sdc4/Abr/Kif3a/Hey2/Lin7a/Ahi1/Igf1/Lrig3/Lgr5/Wdpcp/Slc9a3r1/Pafah1b1/Dvl2/Ntn1/Foxg1/Tshr/Ttc8/Trip11/Esrrb/Gli3/Tfap2a/Edn1/Ror2/Cxcl14",61
"GO:0032870","BP","GO:0032870","cellular response to hormone stimulus","116/3047","444/15222",0.00092455325467701,0.00092455325467701,0.0340624883302056,"Cav2/Fer/Ins2/Scnn1g/Pparg/Kat2b/Ramp2/Sp1/Rarg/Sost/Akt1/Stat6/Ppard/Daxx/Tsc2/Tgfb1/Rab8a/Ppp5c/Ebi3/Insig2/Brd8/Calr/Stat3/Stat5a/Akt2/Phb2/Aqp1/Hdac9/Sh2b2/Prlr/Prkaca/Igf1r/Insr/Mef2c/Kit/Agrp/Tfap4/Gata6/Apc/Ncoa2/Trh/Sra1/Inpp5k/Nsmf/Ctnnb1/Atp1a2/Cav1/Rhoa/Zmiz1/Ankrd26/Arid1a/Bmp7/Rarres2/Myod1/Pten/Lpl/Nfe2l2/Wt1/Brca1/Rarb/Myo1c/Crk/Med1/Ncor1/Pip4k2b/Slc2a4/Crhr1/Ndel1/Acsl1/Irf1/Pelp1/Ywhah/Pdk4/Akt3/Esr1/Rwdd1/Atp2b1/Sgk1/Socs2/Cry1/Igf1/Sirt1/Eif4ebp2/Ddit4/Lgr5/Cnot2/Grb10/Osbpl8/Prmt2/Appl2/Xbp1/Rps6kb1/Acaca/Srebf1/Stxbp4/Rock2/Lpin1/Ncoa1/Rab10/Gh/Ddx5/Nr1d1/Per1/Vamp2/Stat5b/Strn3/Tshr/Esr2/Rab15/Zfp36l1/Gpld1/Edn1/Hnrnpk/Gkap1/Naip1/Crhbp",116
"GO:0005310","MF","GO:0005310","dicarboxylic acid transmembrane transporter activity","13/3047","27/15222",0.000948729137608265,0.000948729137608265,0.0345613906000023,"Slc13a2/Slc26a3/Slc19a1/Slc1a5/Slc25a18/Slc25a11/Slc25a13/Slc13a3/Slc25a22/Slc1a4/Slc26a4/Slc13a5/Slc46a1",13
"GO:0002363","BP","GO:0002363","alpha-beta T cell lineage commitment","11/3047","21/15222",0.000968570786560566,0.000968570786560566,0.0345613906000023,"Loxl3/Il4/Tbx21/Stat6/Tgfb1/Stat3/Ly9/Rhoa/Slamf6/Irf4/Ctsl",11
"GO:0008139","MF","GO:0008139","nuclear localization sequence binding","11/3047","21/15222",0.000968570786560566,0.000968570786560566,0.0345613906000023,"Kpnb1/Nup214/Ipo4/Kpna6/Lbr/Tnpo1/Nolc1/Pom121l2/Kpna2/Nfkbia/Nup153",11
"GO:0046930","CC","GO:0046930","pore complex","11/3047","21/15222",0.000968570786560566,0.000968570786560566,0.0345613906000023,"Spg7/Tspan33/Tomm40/Bax/Tomm40l/Vdac3/C8g/Pdzd11/Slc25a5/Cd34/Vdac1",11
"GO:0031435","MF","GO:0031435","mitogen-activated protein kinase kinase kinase binding","12/3047","24/15222",0.000976164100752015,0.000976164100752015,0.0345613906000023,"Cav2/Dazap2/Marveld3/Map2k7/Map3k11/Map2k1/Cdc42/Sash1/Cdc37/Tcf3/Mapk9/Ror2",12
"GO:0090151","BP","GO:0090151","establishment of protein localization to mitochondrial membrane","12/3047","24/15222",0.000976164100752015,0.000976164100752015,0.0345613906000023,"Oxa1l/Calm1/Bbc3/Tomm40/Bax/Calm3/Timm13/Hspa4/Timm22/Timm9/Hsp90aa1/Ap3b1",12
"GO:0007131","BP","GO:0007131","reciprocal meiotic recombination","17/3047","40/15222",0.000985261669778199,0.000985261669778199,0.0345613906000023,"Hsf2bp/Msh4/Spo11/Msh5/Rad51c/Brme1/Tex11/Msh3/Top2b/Rad51d/Chtf18/Psmc3ip/Sycp3/Ube2b/Top2a/4930447C04Rik/Trip13",17
"GO:0010762","BP","GO:0010762","regulation of fibroblast migration","17/3047","40/15222",0.000985261669778199,0.000985261669778199,0.0345613906000023,"Fer/Gna12/Akt1/Rac1/Braf/Tsc2/Tgfb1/Has1/Coro1c/Hyal2/Ager/Sdc4/Appl2/Wdpcp/Itgb3/Rffl/Cygb",17
"GO:0140527","BP","GO:0140527","reciprocal homologous recombination","17/3047","40/15222",0.000985261669778199,0.000985261669778199,0.0345613906000023,"Hsf2bp/Msh4/Spo11/Msh5/Rad51c/Brme1/Tex11/Msh3/Top2b/Rad51d/Chtf18/Psmc3ip/Sycp3/Ube2b/Top2a/4930447C04Rik/Trip13",17
"GO:0002444","BP","GO:0002444","myeloid leukocyte mediated immunity","32/3047","94/15222",0.000991694409720775,0.000991694409720775,0.034602982327489,"Fer/Itgb2/Adora3/Il4/Spi1/Gab2/Stxbp2/Wdr1/Hmox1/Kit/Dnase1/Bcr/Tusc2/Gata2/Ptgds/Fcgr1/Ncf1/Abr/Adora2b/Crhr1/Lyst/Traf3ip2/Arg1/Ddx21/Pomc/Ace/Pld2/Tac4/Vamp2/Chga/Syk/F2rl1",32
"GO:0042692","BP","GO:0042692","muscle cell differentiation","99/3047","371/15222",0.00101576933590998,0.00101576933590998,0.0352061418082814,"Cav2/Tbx2/Ins2/Pdgfb/Sox9/Il4/Mmp14/Ift20/Ramp2/Efnb2/Ifrd1/Akt1/Smo/Supt6/Mybpc3/Daxx/Dyrk1b/Tgfb1/Shh/Flii/Pld3/Dnmt1/Hdac9/Pax3/Wdr1/Ccn4/Klf5/Mef2c/Tmod4/Kit/Tnfsf14/Gata6/Actn3/Ptbp1/Tcf23/Nphs1/Sod2/Ctnnb1/Casq1/Homer1/Tcap/Arid1a/Fhl2/Hdac5/Tbx1/Ccl8/Mymk/Met/Myod1/Cdk9/Mrtfb/Wnt3a/Cacna2d2/Prox1/Bnip2/Myl2/Cacybp/Piezo1/Dll1/Actn1/Xk/Srf/Plekho1/Med28/Rxra/Wt1/H3f3b/Cacnb4/Rarb/Pmp22/Tbx5/Kdm6b/Tbx3/Myh11/Ddx39b/Trip10/Hdac2/Hey2/Popdc3/Asf1a/Igf1/Sirt1/Mypn/Frs2/Mdm2/Csrp2/Xbp1/Myocd/Prkar1a/Id2/Spag9/Myh10/Krt19/Kat2a/Asb2/Tshz3/Yy1/Edn1/Ptcd2",99
"GO:0015293","MF","GO:0015293","symporter activity","41/3047","129/15222",0.00102785478772016,0.00102785478772016,0.0352061418082814,"Slc22a18/Slc5a5/Slc13a2/Slc1a5/Slc25a18/Slc1a2/Slc1a6/Slc1a3/Ctns/Slc34a3/Slc5a6/Slc1a7/Slc16a12/Slc38a3/Slc5a1/Slc12a5/Slc12a7/Slc12a4/Slc13a3/Slc2a4/Slc22a5/Mfsd3/Slc25a22/Slc6a8/Slc6a15/Slc17a8/Slc5a8/Slc16a7/Slc1a4/Slc5a4b/Slc5a4a/Slc36a1/Slc36a2/Slc22a4/Slc13a5/Slc6a4/Slc10a1/Slc34a1/Slc28a3/Slc6a19/Slc6a3",41
"GO:0030856","BP","GO:0030856","regulation of epithelial cell differentiation","41/3047","129/15222",0.00102785478772016,0.00102785478772016,0.0352061418082814,"Acvrl1/Sox9/Smo/Foxn1/Cdkn1b/Foxj2/Sult2b1/Keap1/Stat5a/Pax2/Prlr/Apc/Cyp27b1/Ctnnb1/Tgfbr1/Cav1/Dll1/Notch4/Gata3/Macroh2a1/Srsf6/Etv4/Mmp9/Med1/Wnt9b/Tbx3/Lhx1/Hey2/Ahi1/Ascl1/Macroh2a2/Rock2/Grhl1/Alox8/Stat5b/Sgpp1/Prkch/Zfp36l1/Numb/Sfrp4/Ptch1",41
"GO:0030217","BP","GO:0030217","T cell differentiation","73/3047","260/15222",0.00103033457311227,0.00103033457311227,0.0352061418082814,"Lck/Loxl3/Aire/Tcf7/Bcl11a/Il4/Lgals9/Tbx21/Tcirg1/Cd3g/Foxn1/Spi1/Stat6/Braf/Tgfb1/Shh/Kdelr1/Jag2/Clptm1/Relb/Stk11/Il7r/Stat3/Stat5a/Dnaja3/Psap/Il12b/Ly9/Hspb1/Cd44/Prdx2/Kit/Apc/Ihh/Pknox1/Ctnnb1/Rhoa/Zmiz1/Ncaph2/Slamf6/Cd83/Srf/Gata3/Nkap/Cd46/Ada/Ncor1/Ikzf1/Irf1/Traf3ip2/Myb/Vsir/Dock2/Tcf3/Ap3d1/Itk/Patz1/Xbp1/Hs1bp3/Rsad2/Mink1/Kat2a/Stat5b/Zfp36l1/Hsp90aa1/Gli3/Irf4/Gadd45g/Syk/Ctsl/Prelid1/Xrcc4/Ap3b1",73
"GO:0051020","MF","GO:0051020","GTPase binding","81/3047","294/15222",0.00104543586533674,0.00104543586533674,0.035280463934939,"Ngfr/Fer/Xpo6/Pih1d2/Raf1/Tamalin/Ift20/Ocrl/Kpnb1/Rac1/Rab34/Ipo4/Ranbp3/Tsc2/Cse1l/Sh3gl1/Ranbp2/Dvl3/Bicd1/Map3k11/Coro1c/Pkn2/Myo9b/Map2k1/Pex5/Ndrg1/Prkaca/Pard6a/Lsm2/Cav1/Bcl2l1/Nutf2/Tnpo1/Rassf1/Pifo/Evi5/Evi5l/Git1/Tnpo3/Rbsn/Strip1/Abca1/Gdi1/Eps8/Tnfaip1/Rab11fip4/Birc5/Myo1c/Pfn1/Kif3a/Atp6ap1/Mical1/Wasf1/Srgap1/Appl2/Xpo1/Sptbn1/Cyfip2/Npc1l1/Gria1/Llgl1/Rock2/Cyria/Gga3/Ankfy1/Rph3al/Dvl2/Strn3/Prkch/Trip11/Golga5/Net1/Gdi2/Hsp90aa1/Cdc42bpb/Exoc2/Tbc1d7/Nup153/Rasa1/Rhobtb3/Iqgap2",81
"GO:0010675","BP","GO:0010675","regulation of cellular carbohydrate metabolic process","45/3047","145/15222",0.00105313495601804,0.00105313495601804,0.035280463934939,"Gcg/Kat2b/Akt1/Gnmt/Cd36/Stk11/Ranbp2/Ier3/Stat3/Akt2/Cd244a/Dgkq/Insr/Ncoa2/Inpp5k/Cbfa2t3/Actn3/Pdk1/Slc4a1/Arpp19/Plcd1/Phlda2/Git1/Ppp1cb/Hsd11b1/C1qtnf1/Igfbp4/Adora2b/Ncor1/Slc35b4/Pdk4/Cry1/Igf1/Sirt1/Ddit4/Plek/Grb10/Igfbp3/Ppp4r3b/Cox11/Pomc/Kat2a/Hif1a/Esrrb/Gpld1",45
"GO:0006164","BP","GO:0006164","purine nucleotide biosynthetic process","47/3047","153/15222",0.00105327246098286,0.00105327246098286,0.035280463934939,"Dlat/Gmpr/Atp5pb/Il4/Coasy/Gmpr2/Tgfb1/Atp5d/Impdh1/Gcdh/Stat3/Map2k1/Adcy9/Ampd3/Atp5g1/Pdk1/Aprt/Bcl2l1/Tafazzin/Pdhx/Adssl1/Dguok/Slc25a13/Prpsap1/Adss/Atp5e/Ada/Adora2b/Atp5g3/Acsl1/Pank3/Pdk4/Dip2a/Acsl6/Adcy1/Guk1/Prpsap2/Adcy3/Dld/Nos2/Nme2/Gucy2e/Pfas/Acly/Dcakd/Mthfd1/Adcy2",47
"GO:0071013","CC","GO:0071013","catalytic step 2 spliceosome","29/3047","83/15222",0.00105390883087371,0.00105390883087371,0.035280463934939,"Crnkl1/Sf3a1/Prpf6/Snrpd1/Ddx23/Ess2/Snrnp200/Cwc15/Hnrnpa2b1/Wdr83/Bcas2/Lsm2/Hnrnph1/Snrpb2/Mtrex/Srsf1/Xab2/Snrpf/Snrpd3/Sf3a2/Slu7/Ddx5/Prpf8/Eftud2/Pnn/Snw1/Prpf4b/Ddx41/Hnrnpk",29
"GO:0015179","MF","GO:0015179","L-amino acid transmembrane transporter activity","21/3047","54/15222",0.00107235170822283,0.00107235170822283,0.0356060015683809,"Slc7a7/Slc1a5/Slc25a18/Slc1a2/Slc1a6/Slc1a3/Ctns/Slc1a7/Slc38a3/Slc3a2/Slc47a1/Slc25a13/Slc13a3/Slc25a22/Slc17a8/Slc1a4/Slc36a1/Slc36a2/Slc7a15/Slc25a29/Sfxn1",21
"GO:0061629","MF","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","80/3047","290/15222",0.00107443169936192,0.00107443169936192,0.0356060015683809,"Pparg/C1d/Smarcb1/Sp1/Rarg/Nkx2-1/Ifrd1/Nr1h3/Spi1/Tead3/Ppard/Daxx/Prpf6/Med25/Klf4/Brd8/Calr/Stat3/Dnaja3/Dnmt1/Hspb1/Gata6/Ncoa2/Sra1/Crkl/Bbs1/Gtf2h1/Tcf23/Ctnnb1/Arid1a/Hdac5/Elk1/Myod1/Dmap1/Prox1/Faf1/Med16/Tbp/Dll1/Arnt/Srf/Arnt2/Nfe2l2/Rxra/Med24/Rarb/Med1/Ncor1/Tbx3/Cdk5rap3/Arrb1/Ywhah/Ahr/Psmc3ip/Esr1/Hdac2/Hey2/Grm1/Cry1/Sirt1/Tcf3/Prmt2/Hspa4/Xbp1/Myocd/Lpin1/Id2/Ncoa1/Ddx5/Stat5b/Gtf2a1/Ttc8/Psma6/Nfkbia/Snw1/Hif1a/Mta1/Fos/Id4/Nsd1",80
"GO:1902532","BP","GO:1902532","negative regulation of intracellular signal transduction","126/3047","490/15222",0.00109720144723342,0.00109720144723342,0.0361787740364072,"Gcg/Pparg/Zfp385a/Cryba1/Oprm1/Ddx3x/Mapk7/C1ql4/Kctd10/Itga3/Foxm1/Itfg2/Tnk1/Marveld3/Akt1/Spi1/Vrk3/Tmem161a/Tsc2/Slc9a3r2/Apoe/Klf4/Stk11/Bcl2l12/Dusp3/Homer3/Dnaja3/Ikbkg/Ptpn6/Cul3/Bid/Ndrg2/Map2k1/Hspb1/Rasa4/Cd44/Ufd1/Igf1r/Apc/Trap1/Kptn/Inpp5k/Fbln1/Epha2/Actn3/Cdt1/Sod2/Stambp/Mark3/Cav1/Bcl2l1/Rhoa/Ankrd26/Fhl2/Tle1/Bmp7/Nf2/Pttg1ip/Met/Ppp2cb/Hyal2/Nprl2/Ifi35/Akt1s1/Git1/Pten/Prdm15/Chp1/Nol3/Cnksr3/Ace2/Nfe2l2/Castor2/Dyrk3/Timp2/Atad5/Tnfaip1/Mmp9/Dhx58/C1qbp/Ncor1/Cdk5rap3/Sfrp5/Wwc1/Arrb1/Map2k3/Ddx39b/Sema6a/Esr1/Hdac2/Tnfaip3/Dusp6/Timp3/Igf1/Sirt1/Ddit4/Ptprr/Mdm2/Irak3/Fbxw11/Nprl3/Cdc34/Rack1/Ube2b/Tnip1/Castor1/Xbp1/Rffl/Nf1/Slc9a3r1/Pafah1b1/Sec14l1/Nr1d1/Per1/Bdkrb2/Ppm1a/Hif1a/Zmynd11/Sfrp4/Tbc1d7/Ripk1/Pdcd6/Hmgcr/F2rl1/Pde4d/Erbin",126
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","70/3047","248/15222",0.00110697448700837,0.00110697448700837,0.0363079664256843,"Pparg/Btn1a1/Cryba1/Il4/Lgals9/Oas1c/Acp5/Tbx21/Rac1/Axl/Tgfb1/Relb/Klf4/Irf3/Homer3/Ptpn6/Il12b/Ndrg2/Cd33/Hdac9/Ufd1/Fgfr4/Hmox1/Il27ra/Apoa2/Mmp8/Gata6/Prg4/Fbln1/Epha2/Hfe/Twist2/Met/Tusc2/Git1/Ptprs/Mertk/Dll1/Slamf1/Cd83/Ager/Gata3/Wnt11/Lbp/Cd34/Cd274/Pdcd1lg2/Dhx58/C1qbp/Arrb1/Tnfaip3/Atp2b1/Arg1/Igf1/Sirt1/Srgn/Vsir/Nav3/Irak3/Appl2/Rel/Havcr2/Trib2/Pomc/Arg2/Tgfb3/Yy1/Trim27/F2rl1/Erbin",70
"GO:0009953","BP","GO:0009953","dorsal/ventral pattern formation","30/3047","87/15222",0.00111213068748425,0.00111213068748425,0.0363079664256843,"Wnt3/Axin2/Lhx2/Acvrl1/Nkx2-1/Tulp3/Smo/Shh/Rab23/Prkacb/Prkaca/Apc/Ctnnb1/Chrd/Wnt3a/Psen2/Fuz/Map3k4/Ift52/Kif3a/Lhx1/Fkbp8/Psen1/Rfx4/Ascl1/Foxg1/Gli3/Edn1/Ptch1/Cdk20",30
"GO:0046777","BP","GO:0046777","protein autophosphorylation","64/3047","223/15222",0.00111857485887317,0.00111857485887317,0.0363384573027763,"Fer/Lck/Pdgfb/Acvr1b/Ddx3x/Mapk7/Tnk1/Dyrk1b/Prkd1/Stk11/Cdk12/Grk5/Hck/Csnk1g2/Ddr1/Map3k11/Ulk2/Eif2ak4/Fgfr4/Prkaca/Igf1r/Insr/Trim28/Insrr/Kit/Ephb3/Mob1b/Tek/Mark3/Tssk4/Tgfbr1/Cav1/Met/Bcr/Cad/Chp1/Yes1/Hspa8/Mapkapk2/Taok1/Nlk/Stk4/Fyn/Egfr/Mknk2/Irak3/Stk10/Ppp2ca/Flt4/Rad50/Clk4/Itk/Tom1l1/Ace/Map3k3/Ern1/Mink1/Nme2/Vrk1/Eif2s1/Mak/Ripk1/Syk/Dapk1",64
"GO:0031334","BP","GO:0031334","positive regulation of protein-containing complex assembly","63/3047","219/15222",0.00114102159491424,0.00114102159491424,0.0368859664196992,"Fer/Ddx3x/Hip1r/Rac1/Bbc3/Rhoc/Snx9/Scin/Tgfb1/Cd36/Med25/Cdkn1b/Pih1d1/Bax/Bid/Ccl24/Crbn/Apc/Arpc2/Cdt1/Nphs1/Cav1/Rhoa/Arpc5/Met/Spire2/Faf1/Git1/Piezo1/Ankrd53/Tppp3/Abca1/Ttbk1/Tenm1/Bik/Myo1c/Baiap2l2/Pfn1/Mapt/Ikzf1/Csf2/Alox15/Ahr/Esr1/Wasf1/Cand1/Plek/Actr2/Nav3/Mapk9/Rack1/Drg1/Nin/Evl/Wars/Hsp90aa1/Trim27/Carmil1/Syk/Tppp/Slf1/Iqgap2/Jmy",63
"GO:0043281","BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","54/3047","182/15222",0.00115757457902139,0.00115757457902139,0.0370607586894542,"Ngfr/Wnt9a/Cdh1/Alox12/Lck/Pparg/Ddx3x/Fasl/Hip1r/Akt1/Bcap31/Bbc3/Klf4/Bcl2l12/Pih1d1/Rps6ka1/Bax/Fam162a/Akt2/Dnaja3/Pax2/Bid/Aqp1/Cd44/Por/Tfap4/Rhoa/Ctsd/Wnt3a/Pdcd2/Nol3/Birc5/Mmp9/Arrb1/Fis1/Dpep1/Mical1/Apaf1/Ccn2/Igf1/Sirt1/Adora2a/Mdm2/Ppp2ca/Mapk9/Rack1/Nle1/Rffl/P2rx1/Atp2a3/Syk/Dapk1/Pdcd6/Naip1",54
"GO:0090398","BP","GO:0090398","cellular senescence","24/3047","65/15222",0.00115766807270969,0.00115766807270969,0.0370607586894542,"Tbx2/Eef1e1/Spi1/Bcl2l12/Calr/Map2k1/Rsl1d1/Cav1/Srf/Abi3/Tbx3/Akt3/Fbxo5/Nuak1/Sirt1/Pnpt1/Nampt/Smc6/Id2/Map3k3/Arg2/Vash1/Tert/Plk2",24
"GO:0034708","CC","GO:0034708","methyltransferase complex","31/3047","91/15222",0.00116510512893329,0.00116510512893329,0.0371186556459042,"Wdr77/Dnmt3l/Kmt2a/Paxip1/Snrpd1/Gnmt/Ruvbl2/Hdac9/Senp3/Kmt2b/Mettl1/Ezh1/Prpf31/Rnmt/Cbx5/Suz12/Kansl1/Kdm6b/Trim37/Pelp1/Hdac2/Snrpf/Sirt1/Snrpd3/Hcfc2/Wdr82/Cbll1/0610010K14Rik/Erh/Riok1/Nsd1",31
"GO:0021537","BP","GO:0021537","telencephalon development","66/3047","232/15222",0.00121224124518066,0.00121224124518066,0.0384346730822715,"Lhx2/Nsun5/Pcnt/Sema6b/Nkx2-1/Smo/Rac1/Shh/Lamb1/Bax/Aqp1/Bcan/Pex5/Slc1a2/Celf1/Ephb3/Crkl/Bbs1/Ctnnb1/Atp1a2/Rhoa/Zmiz1/Fut1/Nfib/Nf2/Wnt3a/Prox1/Ptprs/Igf2bp1/Pten/Pax5/Aldh1a3/Srf/Tnr/Rarb/Crk/Uchl5/Kif3a/Lhx1/Ndel1/Hdac2/Nr2e1/Psen1/Rfx4/Ascl1/Egfr/Btg2/Ogdh/Rtn4/Id2/Nf1/Pafah1b1/Ywhae/Myh10/Kat2a/Foxg1/Ttc8/Nin/Hif1a/Pals1/Numb/Gli3/Id4/Drd1/Hnrnpk/Agtpbp1",66
"GO:0072522","BP","GO:0072522","purine-containing compound biosynthetic process","48/3047","158/15222",0.00122117639444434,0.00122117639444434,0.0385327127232123,"Dlat/Gmpr/Atp5pb/Il4/Coasy/Gmpr2/Tgfb1/Atp5d/Impdh1/Gcdh/Stat3/Map2k1/Adcy9/Ampd3/Atp5g1/Pdk1/Aprt/Bcl2l1/Tafazzin/Pdhx/Adssl1/Dguok/Slc25a13/Prpsap1/Adss/Atp5e/Ada/Adora2b/Atp5g3/Acsl1/Pank3/Pdk4/Dip2a/Acsl6/Adcy1/Guk1/Prpsap2/Shmt1/Adcy3/Dld/Nos2/Nme2/Gucy2e/Pfas/Acly/Dcakd/Mthfd1/Adcy2",48
"GO:2000378","BP","GO:2000378","negative regulation of reactive oxygen species metabolic process","20/3047","51/15222",0.00123813245208392,0.00123813245208392,0.0387742502847641,"Hk2/Acp5/Akt1/Hbp1/Stat3/Pax2/Ctns/Atp5g1/Rhoa/Bcr/Plin5/Sirt2/Brca1/Aatf/Fyn/Sirt1/Vdac1/Esr2/Hif1a/Tfap2a",20
"GO:0042693","BP","GO:0042693","muscle cell fate commitment","8/3047","13/15222",0.00124646991338412,0.00124646991338412,0.0387742502847641,"Tbx2/Mef2c/Tbx1/Wnt3a/Myl2/Wt1/Tbx5/Tbx3",8
"GO:0042789","BP","GO:0042789","mRNA transcription by RNA polymerase II","8/3047","13/15222",0.00124646991338412,0.00124646991338412,0.0387742502847641,"Hnrnpd/Sp1/Supt6/Stat3/Tfcp2/Med1/Srebf1/Ap3b1",8
"GO:0070588","BP","GO:0070588","calcium ion transmembrane transport","74/3047","266/15222",0.00126070941235609,0.00126070941235609,0.0389349067666539,"Nalcn/Rem1/Lck/Fasl/Fmr1/Calm1/Akt1/Bbc3/Tgfb1/Prkd1/Grin2d/Sri/Cacnb3/Bax/Gstm7/Cacna1e/Cacna1b/Ptpn6/Mcoln1/Letm1/Ubqln1/P2rx5/Trpv1/Cyba/Stimate/Hap1/Atp1a2/Casq1/Trpm5/Trpm2/Mcu/Wnt3a/Psen2/Mcoln2/Trpv4/Nol3/Cacna1d/Plcg1/Stac2/Cacnb4/Jph2/Vmp1/Trpv2/Cacng2/Ahr/Calm3/Trdn/Fyn/Mrln/Atp2b1/Micu1/Jsrp1/Ppp2ca/Vdac1/Pik3cg/Tspan13/Rgs9/Fkbp1b/Itgb3/Cacng1/Cacng4/Grin2c/P2rx1/Atp2a3/Ywhae/Cacna1g/Cacnb1/Ryr2/Edn1/Mcur1/Drd1/Catsper3/Trpc7/Pde4d",74
"GO:0043154","BP","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","25/3047","69/15222",0.00126344238558033,0.00126344238558033,0.0389349067666539,"Wnt9a/Ddx3x/Akt1/Klf4/Bcl2l12/Pih1d1/Rps6ka1/Akt2/Dnaja3/Pax2/Aqp1/Cd44/Por/Nol3/Birc5/Mmp9/Arrb1/Dpep1/Mical1/Igf1/Adora2a/Mdm2/Nle1/Rffl/Naip1",25
